1311189431,41.8834037,-87.7155239,2
1311176156,41.8808221,-87.7184377,2
261252883,41.8874184,-87.7136309,2
315402702,41.8811213,-87.6921695,2
261116790,41.8782879,-87.713526,2
2190712452,41.8802697,-87.7109916,2
2042883182,41.8877141,-87.7209693,2
261209680,41.8809979,-87.7036518,2
261262126,41.9063265,-87.7215436,2
408462085,41.8789398,-87.7206032,2
1311176447,41.8806928,-87.72073,2
261209682,41.880792,-87.7207521,5
408455062,41.8837541,-87.7126363,2
1309728648,41.8854397,-87.7111422,3
862995681,41.8811418,-87.6884866,2
1539914283,41.8858284,-87.7167044,2
737123138,41.8840231,-87.7204865,2
1311176619,41.8808317,-87.7172558,2
261143267,41.8818974,-87.7379611,2
408452237,41.8855416,-87.7167605,2
1310958809,41.8819023,-87.7110406,2
2640278039,41.8829131,-87.6943009,2
1311189319,41.8816538,-87.7193923,2
1310958715,41.88444,-87.7191675,2
261221018,41.886622,-87.7455005,2
261116789,41.879565,-87.7135683,2
2042883327,41.8827945,-87.7152139,2
261143259,41.8818484,-87.7249819,2
408455060,41.8830851,-87.7120226,3
408463421,41.879117,-87.7165098,2
2640267115,41.8880072,-87.7112115,2
2303428977,41.8848925,-87.7155192,2
261277172,41.8831712,-87.7205115,2
261123896,41.8936687,-87.7113852,2
1311176157,41.8818319,-87.7208195,2
261202201,41.9009582,-87.7140484,1
261115573,41.8820403,-87.6922106,2
261200631,41.8849207,-87.7160123,3
737123126,41.8823437,-87.7199206,2
733198273,41.88408,-87.7008297,2
408455148,41.8816198,-87.7128343,2
261132177,41.8820755,-87.6885085,2
1309728440,41.8790232,-87.7206055,2
261202207,41.900893,-87.7213686,2
2189210754,41.8869281,-87.7111808,2
737123470,41.8805694,-87.7207025,2
2190712404,41.8767249,-87.7134766,2
2042883267,41.8814076,-87.7133537,2
2470242782,41.9047351,-87.7214988,2
261123883,41.8827494,-87.7110698,5
261221002,41.8843538,-87.7062271,2
2190712427,41.8777693,-87.7135108,2
2042812600,41.8840745,-87.7014236,2
1539914289,41.8866463,-87.7164887,2
737123127,41.8825594,-87.7199099,2
1309728382,41.8825629,-87.7152446,2
2042883253,41.884386,-87.714406,2
261221013,41.8860319,-87.735638,2
2640274009,41.881297,-87.7110218,2
2190712554,41.8791134,-87.7109504,2
2442016050,41.8864923,-87.7435206,2
261222193,41.8830047,-87.720854,4
1310721410,41.884979,-87.7169672,2
261212970,41.8857454,-87.7307242,2
261143251,41.8827917,-87.7061586,2
1925444962,41.8846428,-87.7112375,2
408452347,41.8832735,-87.7154339,2
261282579,41.8819962,-87.6963084,2
261123882,41.8818199,-87.7110401,4
261198388,41.8917465,-87.7210981,2
1314248306,41.8808556,-87.7160386,2
261221003,41.8847818,-87.7135571,3
261198987,41.8811018,-87.693932,2
737123085,41.8842308,-87.7203685,2
261281942,41.8854671,-87.7013267,2
1311284988,41.8840583,-87.72319,1
408455149,41.8813225,-87.7135936,2
692311240,41.890896,-87.7113059,2
692311104,41.8958877,-87.7212108,2
408452384,41.8816448,-87.7164483,2
408453573,41.8839153,-87.7205026,2
2462932128,41.8813571,-87.7207887,2
408454287,41.8844549,-87.7199271,2
737123124,41.8822149,-87.7199622,2
2042815119,41.883629,-87.7061923,1
1310958672,41.8831324,-87.7208572,2
261143299,41.8818395,-87.7428655,2
408455380,41.8828756,-87.7119636,2
261143247,41.8828604,-87.6987982,2
261220989,41.8845752,-87.6877311,2
261170712,41.8846207,-87.6865459,1
1314248310,41.8848678,-87.7168313,2
2291467792,41.8828213,-87.7028888,2
261116792,41.8763106,-87.7134615,1
261198384,41.8918181,-87.7137769,2
2042883273,41.8839039,-87.7176755,2
261123897,41.8955056,-87.7114389,2
261220999,41.884073,-87.7012803,2
1311176601,41.8807459,-87.7171361,2
261281938,41.8855189,-87.6963954,1
408452343,41.8818952,-87.7156286,2
1309728336,41.8837369,-87.7159142,2
692311253,41.894949,-87.7211769,2
261220998,41.8841576,-87.6988373,2
261130210,41.8841931,-87.7164939,4
692311199,41.8941258,-87.713861,2
261221007,41.8852921,-87.7224764,3
1310958671,41.8815729,-87.7159922,2
