66667364,42.381792,-72.510596,2
66765219,42.37496,-72.510079,2
66772824,42.376319,-72.500902,2
66715939,42.381747,-72.510566,2
66716995,42.377061,-72.50961,2
66656621,42.380673,-72.510707,2
1614310666,42.3758409,-72.5107659,2
66680199,42.3757117,-72.5063624,2
66716986,42.37579,-72.509317,2
66764294,42.375758,-72.508204,2
66775562,42.375576,-72.511531,2
66681779,42.375044,-72.510154,2
66774545,42.376276,-72.501079,2
66677365,42.381842,-72.51063,2
66616884,42.378085,-72.509449,2
66753393,42.376973,-72.508279,2
66698006,42.374903,-72.509315,2
66713955,42.381649,-72.51053,2
66773029,42.381714,-72.510505,2
66697613,42.3757984,-72.5038996,2
66691640,42.378209,-72.509431,2
66643073,42.375777,-72.50889,2
66697926,42.375783,-72.509088,2
66766763,42.381849,-72.510484,2
66608710,42.375884,-72.515031,2
66751858,42.377498,-72.508194,2
66610560,42.37517,-72.510174,2
66605187,42.373866,-72.508761,2
66646541,42.375871,-72.503309,2
66759237,42.376303,-72.509714,2
66729950,42.375906,-72.512862,2
66688387,42.374935,-72.509969,2
66708024,42.374938,-72.510013,2
66701301,42.381909,-72.510511,2
66657457,42.381588,-72.510549,2
66592353,42.375813,-72.511518,2
66768429,42.381889,-72.510629,2
66626991,42.375746,-72.507806,2
66634141,42.381921,-72.510578,2
66696684,42.376224,-72.501291,2
66757781,42.377573,-72.509519,2
66690489,42.381891,-72.5105,2
66693525,42.3757604,-72.5183096,2
66762440,42.381874,-72.510492,2
66607388,42.38171,-72.510539,2
66660737,42.375781,-72.517727,2
66699963,42.3764436,-72.5005254,1
66703862,42.381681,-72.510517,3
66607797,42.374852,-72.508638,3
66601186,42.380156,-72.51078,2
66724354,42.378759,-72.509344,2
66639295,42.381894,-72.509078,1
66665568,42.378821,-72.509334,2
66749727,42.376113,-72.501817,2
66633937,42.375764,-72.51154,2
66638715,42.381798,-72.510484,2
1614310663,42.3756862,-72.5054639,2
66633011,42.3757032,-72.5045801,2
66611502,42.375868,-72.511444,4
66773878,42.37573,-72.507308,2
66665362,42.3751,-72.508597,2
66730596,42.376558,-72.508353,2
66757154,42.381308,-72.508946,2
66735139,42.374947,-72.510053,2
66619176,42.375225,-72.508577,2
66716970,42.3756523,-72.5193254,2
66595009,42.373148,-72.508857,2
66710439,42.3758605,-72.515757,2
66680134,42.375586,-72.508521,2
66726506,42.3754383,-72.5114631,2
66773265,42.374996,-72.510123,2
66702429,42.374604,-72.508673,2
66596700,42.375909,-72.514314,2
66745611,42.381511,-72.50895,2
66743323,42.381878,-72.510634,2
66618152,42.3756519,-72.51983,1
66764377,42.374976,-72.508618,2
66723417,42.375406,-72.508549,2
66755828,42.381899,-72.510623,2
66625472,42.3758259,-72.510397,2
66714527,42.381868,-72.510636,2
66600236,42.3730746,-72.5114706,1
66697660,42.374107,-72.508734,2
66607514,42.379262,-72.509267,2
66705557,42.3756788,-72.5050498,2
66695069,42.37303,-72.508877,1
66605638,42.376106,-72.508434,2
66607291,42.375736,-72.507487,2
66618944,42.376811,-72.511306,2
66638691,42.3756987,-72.5059142,2
66733545,42.377542,-72.511193,2
66600654,42.37572,-72.50699,2
66736856,42.381908,-72.51061,2
66702065,42.377902,-72.508122,2
66646324,42.381696,-72.510528,2
66724442,42.375996,-72.502458,2
66725512,42.378283,-72.508068,2
66723588,42.375742,-72.507678,2
66674626,42.381823,-72.510483,2
66695050,42.375818,-72.510099,3
66775972,42.375137,-72.510172,2
66728032,42.37507,-72.510164,2
66757197,42.3797,-72.510852,2
66607223,42.381616,-72.510541,2
66719718,42.374403,-72.51142,2
66673972,42.376525,-72.509693,2
66726480,42.381769,-72.510581,2
66644426,42.376304,-72.511383,2
66767473,42.381559,-72.510555,2
66677938,42.38192,-72.510526,2
66678867,42.375249,-72.511324,2
66774653,42.373838,-72.511456,2
66715619,42.381813,-72.509029,2
66761670,42.375805,-72.509776,3
66740793,42.378736,-72.508014,1
66725416,42.375173,-72.510174,2
66689463,42.381924,-72.510542,2
66688624,42.375327,-72.511336,1
66595538,42.375763,-72.508349,2
66666218,42.379187,-72.510928,2
66636428,42.380669,-72.509047,2
66623490,42.381916,-72.510595,2
66768938,42.3756794,-72.5049292,2
66599016,42.375691,-72.511546,2
66753363,42.375797,-72.509547,2
66730467,42.377213,-72.508238,2
66693986,42.374977,-72.510103,2
66694815,42.373626,-72.508787,2
1614310664,42.3757049,-72.5061286,2
66602183,42.380946,-72.510667,2
66705307,42.375386,-72.511402,1
66746176,42.3756848,-72.5048032,2
66716951,42.373267,-72.508836,2
66595573,42.375748,-72.507868,2
66594991,42.380967,-72.508999,2
66716512,42.381769,-72.510488,2
66770596,42.374356,-72.508704,2
66664177,42.37984,-72.509173,2
66640083,42.375914,-72.5132,2
66666143,42.381531,-72.510562,2
66655409,42.3758223,-72.516855,2
66634704,42.381923,-72.51056,2
3268157427,42.3756713,-72.5191491,2
66655003,42.381652,-72.50897,2
66636622,42.375722,-72.518886,2
66636835,42.375019,-72.510141,2
66678306,42.380506,-72.509073,2
3268157429,42.3759209,-72.5137592,2
66727699,42.375724,-72.507129,2
66768014,42.375706,-72.518998,2
66626681,42.374931,-72.509925,2
66708819,42.378225,-72.511071,2
66716085,42.375719,-72.50695,2
66621605,42.381324,-72.510599,2
66633473,42.375754,-72.508058,2
66702355,42.381742,-72.510496,2
66770677,42.375509,-72.511506,2
66590882,42.375767,-72.508494,4
66750051,42.375103,-72.51017,2
1614310665,42.3757172,-72.5068054,2
66708541,42.375773,-72.508692,2
66592129,42.374998,-72.511368,2
66701866,42.378675,-72.511006,2
66770888,42.381817,-72.510613,2
66655120,42.381724,-72.51055,2
66712091,42.373385,-72.508818,2
